2018.07.16 20:35:56 GET http://127.0.0.1:8000/country/ 40.42 ms
2018.07.16 20:35:56 GET http://127.0.0.1:8000/country/ 11.44 ms
2018.07.16 20:36:09 GET http://127.0.0.1:8000/country/14/ 5.7 ms
2018.07.16 20:36:44 GET http://127.0.0.1:8000/shoptype/ 10.9 ms
2018.07.16 20:37:51 GET http://127.0.0.1:8000/shoptype/ 10.79 ms
2018.07.16 20:38:06 GET http://127.0.0.1:8000/shoptype/6/ 8.43 ms
2018.07.16 20:38:12 GET http://127.0.0.1:8000/shop/ 55.64 ms
2018.07.16 20:38:46 GET http://127.0.0.1:8000/shop/14/ 19.91 ms
2018.07.16 20:39:08 GET http://127.0.0.1:8000/shop/add 106.72 ms
2018.07.16 20:39:12 GET http://127.0.0.1:8000/shop/test 92.48 ms
2018.07.16 20:41:42 GET http://127.0.0.1:8000/shop/test 45.69 ms
2018.07.16 20:41:45 GET http://127.0.0.1:8000/shop/test 44.24 ms
2018.07.16 20:41:50 GET http://127.0.0.1:8000/shop/mess 7.16 ms
2018.07.16 20:42:24 GET http://127.0.0.1:8000/show_messages 6.91 ms
2018.07.16 20:42:40 GET http://127.0.0.1:8000/message-form 18.15 ms
2018.07.16 20:43:06 POST http://127.0.0.1:8000/message-form 13.55 ms
2018.07.16 20:45:12 POST http://127.0.0.1:8000/message-form 47.77 ms
2018.07.16 20:45:14 POST http://127.0.0.1:8000/message-form 11.8 ms
2018.07.16 20:45:26 POST http://127.0.0.1:8000/message-form 10.61 ms
2018.07.16 20:45:52 POST http://127.0.0.1:8000/message-form 44.84 ms
2018.07.16 20:46:20 GET http://127.0.0.1:8000/shop/ 55.81 ms
2018.07.16 20:46:22 GET http://127.0.0.1:8000/shop/9/ 22.02 ms
2018.07.16 20:47:43 GET http://127.0.0.1:8000/shop/9/ 48.4 ms
2018.07.16 20:48:04 GET http://127.0.0.1:8000/shoptype/1/ 8.99 ms
2018.07.16 20:48:17 GET http://127.0.0.1:8000/shop/ 55.44 ms
2018.07.16 20:48:27 GET http://127.0.0.1:8000/shop/ 52.25 ms
2018.07.16 20:48:52 GET http://127.0.0.1:8000/shop/ 78.09 ms
2018.07.16 20:49:21 GET http://127.0.0.1:8000/shop/ 71.22 ms
2018.07.16 20:49:29 GET http://127.0.0.1:8000/shop/9/ 25.81 ms
2018.07.16 20:49:45 GET http://127.0.0.1:8000/shoptype/1/ 38.55 ms
2018.07.16 20:51:13 GET http://127.0.0.1:8000/shoptype/1/ 23.94 ms
2018.07.16 21:24:39 GET http://127.0.0.1:8000/shoptype/1/ 31.33 ms
2018.07.18 23:15:11 GET http://127.0.0.1:8000/shop/ 49.77 ms
2018.07.18 23:15:13 GET http://127.0.0.1:8000/shoptype/ 6.73 ms
2018.07.18 23:15:14 GET http://127.0.0.1:8000/person/ 22.56 ms
2018.07.18 23:15:15 GET http://127.0.0.1:8000/warehouse/ 28.1 ms
2018.07.18 23:15:16 GET http://127.0.0.1:8000/city/ 15.7 ms
2018.07.18 23:15:20 GET http://127.0.0.1:8000/country/ 11.0 ms
2018.07.18 23:15:23 GET http://127.0.0.1:8000/main/ 3.17 ms
2018.07.18 23:16:10 GET http://127.0.0.1:8000/main/ 2.96 ms
2018.07.18 23:16:11 GET http://127.0.0.1:8000/main/ 4.36 ms
2018.07.18 23:16:14 GET http://127.0.0.1:8000/person/ 24.16 ms
2018.07.18 23:16:15 GET http://127.0.0.1:8000/person/ 21.04 ms
2018.07.18 23:16:16 GET http://127.0.0.1:8000/person/ 21.09 ms
2018.07.18 23:16:20 GET http://127.0.0.1:8000/person/ 20.52 ms
2018.07.18 23:16:21 GET http://127.0.0.1:8000/person/ 21.57 ms
2018.07.18 23:16:28 GET http://127.0.0.1:8000/person/ 52.02 ms
2018.07.18 23:16:33 GET http://127.0.0.1:8000/person/3/ 10.35 ms
2018.07.18 23:16:39 GET http://127.0.0.1:8000/shop/ 57.32 ms
2018.07.18 23:18:16 GET http://127.0.0.1:8000/shop/ 49.67 ms
2018.07.18 23:18:17 GET http://127.0.0.1:8000/shop/ 50.57 ms
2018.07.18 23:18:18 GET http://127.0.0.1:8000/shop/ 51.87 ms
2018.07.18 23:18:19 GET http://127.0.0.1:8000/shoptype/ 9.75 ms
2018.07.18 23:18:20 GET http://127.0.0.1:8000/person/ 23.8 ms
2018.07.18 23:18:22 GET http://127.0.0.1:8000/person/ 22.82 ms
2018.07.18 23:18:24 GET http://127.0.0.1:8000/warehouse/ 29.91 ms
2018.07.18 23:18:25 GET http://127.0.0.1:8000/city/ 16.48 ms
2018.07.18 23:18:27 GET http://127.0.0.1:8000/country/ 10.02 ms
2018.07.18 23:18:36 GET http://127.0.0.1:8000/main/ 30.52 ms
2018.07.18 23:18:37 GET http://127.0.0.1:8000/shop/ 58.67 ms
2018.07.18 23:18:40 GET http://127.0.0.1:8000/shop/ 50.74 ms
2018.07.18 23:18:41 GET http://127.0.0.1:8000/shoptype/ 8.69 ms
2018.07.18 23:18:43 GET http://127.0.0.1:8000/person/ 24.08 ms
2018.07.18 23:18:45 GET http://127.0.0.1:8000/warehouse/ 30.11 ms
2018.07.18 23:18:46 GET http://127.0.0.1:8000/city/ 15.21 ms
2018.07.18 23:18:46 GET http://127.0.0.1:8000/country/ 12.18 ms
2018.07.18 23:19:58 GET http://127.0.0.1:8000/country/ 37.11 ms
2018.07.18 23:20:00 GET http://127.0.0.1:8000/city/ 15.24 ms
2018.07.18 23:20:01 GET http://127.0.0.1:8000/warehouse/ 32.33 ms
2018.07.18 23:20:02 GET http://127.0.0.1:8000/person/ 23.65 ms
2018.07.18 23:20:03 GET http://127.0.0.1:8000/shoptype/ 9.08 ms
2018.07.18 23:20:09 GET http://127.0.0.1:8000/shoptype/ 7.78 ms
2018.07.18 23:20:10 GET http://127.0.0.1:8000/shop/ 60.72 ms
2018.07.18 23:20:11 GET http://127.0.0.1:8000/main/ 3.46 ms
2018.07.18 23:20:12 GET http://127.0.0.1:8000/shop/ 53.24 ms
2018.07.18 23:20:14 GET http://127.0.0.1:8000/shop/9/ 24.23 ms
2018.07.18 23:20:22 GET http://127.0.0.1:8000/shoptype/ 7.8 ms
2018.07.18 23:20:25 GET http://127.0.0.1:8000/shoptype/add 6.95 ms
2018.07.18 23:20:27 GET http://127.0.0.1:8000/shoptype/6/ 8.64 ms
2018.07.18 23:24:03 GET http://127.0.0.1:8000/shop/ 52.45 ms
2018.07.18 23:24:05 GET http://127.0.0.1:8000/shoptype/ 8.02 ms
2018.07.18 23:24:06 GET http://127.0.0.1:8000/person/ 23.56 ms
2018.07.18 23:24:08 GET http://127.0.0.1:8000/warehouse/ 29.79 ms
2018.07.18 23:24:09 GET http://127.0.0.1:8000/city/ 16.54 ms
2018.07.18 23:24:11 GET http://127.0.0.1:8000/country/ 12.11 ms
2018.07.18 23:24:14 GET http://127.0.0.1:8000/city/ 13.61 ms
2018.07.18 23:24:15 GET http://127.0.0.1:8000/warehouse/ 31.05 ms
2018.07.18 23:24:16 GET http://127.0.0.1:8000/person/ 26.45 ms
2018.07.18 23:24:19 GET http://127.0.0.1:8000/shoptype/ 8.22 ms
2018.07.18 23:24:20 GET http://127.0.0.1:8000/shop/ 56.76 ms
2018.07.18 23:24:21 GET http://127.0.0.1:8000/main/ 4.89 ms
2018.07.18 23:24:23 GET http://127.0.0.1:8000/shop/ 52.12 ms
2018.07.18 23:24:24 GET http://127.0.0.1:8000/shop/add 84.19 ms
2018.07.18 23:32:28 GET http://127.0.0.1:8000/shop/ 82.5 ms
2018.07.18 23:32:44 GET http://127.0.0.1:8000/shop/add 85.16 ms
2018.07.18 23:32:53 GET http://127.0.0.1:8000/shop/9/ 21.24 ms
2018.07.18 23:32:58 GET http://127.0.0.1:8000/shop/9/edit 86.03 ms
2018.07.18 23:33:45 GET http://127.0.0.1:8000/message-form 23.57 ms
2018.07.18 23:34:32 GET http://127.0.0.1:8000/main/ 5.8 ms
2018.07.18 23:36:24 GET http://127.0.0.1:8000/main/ 29.33 ms
2018.07.18 23:36:25 GET http://127.0.0.1:8000/main/ 3.2 ms
2018.07.18 23:36:27 GET http://127.0.0.1:8000/shop/ 53.82 ms
2018.07.18 23:36:36 GET http://127.0.0.1:8000/shoptype/ 9.5 ms
2018.07.18 23:36:37 GET http://127.0.0.1:8000/person/ 22.87 ms
2018.07.18 23:36:38 GET http://127.0.0.1:8000/shoptype/ 6.74 ms
2018.07.18 23:36:42 GET http://127.0.0.1:8000/shop/ 52.87 ms
2018.07.18 23:36:42 GET http://127.0.0.1:8000/shoptype/ 6.64 ms
2018.07.18 23:36:44 GET http://127.0.0.1:8000/person/ 22.67 ms
2018.07.18 23:37:00 GET http://127.0.0.1:8000/warehouse/ 30.86 ms
2018.07.18 23:37:01 GET http://127.0.0.1:8000/city/ 13.3 ms
2018.07.18 23:37:03 GET http://127.0.0.1:8000/country/ 11.33 ms
2018.07.18 23:37:22 GET http://127.0.0.1:8000/country/ 11.86 ms
2018.07.18 23:37:43 GET http://127.0.0.1:8000/country/ 9.91 ms
2018.07.18 23:37:53 GET http://127.0.0.1:8000/country/7/ 7.31 ms
2018.07.18 23:37:57 GET http://127.0.0.1:8000/country/ 11.97 ms
2018.07.18 23:37:59 GET http://127.0.0.1:8000/country/add 8.73 ms
2018.07.18 23:40:05 GET http://127.0.0.1:8000/main/ 5.67 ms
2018.07.18 23:40:19 GET http://127.0.0.1:8000/shop/ 51.6 ms
2018.07.18 23:40:21 GET http://127.0.0.1:8000/shoptype/ 8.7 ms
2018.07.18 23:40:23 GET http://127.0.0.1:8000/shoptype/ 6.85 ms
2018.07.18 23:40:24 GET http://127.0.0.1:8000/shoptype/ 7.24 ms
2018.07.18 23:40:25 GET http://127.0.0.1:8000/shop/ 50.04 ms
2018.07.18 23:40:40 GET http://127.0.0.1:8000/shoptype/ 7.24 ms
2018.07.18 23:40:44 GET http://127.0.0.1:8000/person/ 25.18 ms
2018.07.18 23:40:49 GET http://127.0.0.1:8000/warehouse/ 30.65 ms
2018.07.18 23:40:50 GET http://127.0.0.1:8000/city/ 14.26 ms
2018.07.18 23:40:51 GET http://127.0.0.1:8000/country/ 12.0 ms
2018.07.18 23:40:56 GET http://127.0.0.1:8000/country/14/ 5.46 ms
2018.07.18 23:40:58 GET http://127.0.0.1:8000/shop/ 50.63 ms
2018.07.18 23:41:00 GET http://127.0.0.1:8000/shop/9/ 19.47 ms
2018.07.18 23:41:09 GET http://127.0.0.1:8000/shop/9/edit 97.34 ms
2018.07.18 23:42:51 GET http://127.0.0.1:8000/shop/9/ 50.98 ms
2018.07.18 23:42:53 GET http://127.0.0.1:8000/main/ 6.28 ms
2018.07.18 23:42:54 GET http://127.0.0.1:8000/shop/ 53.24 ms
2018.07.18 23:42:54 GET http://127.0.0.1:8000/shoptype/ 9.42 ms
2018.07.18 23:42:56 GET http://127.0.0.1:8000/person/ 22.59 ms
2018.07.18 23:42:57 GET http://127.0.0.1:8000/warehouse/ 29.22 ms
2018.07.18 23:42:58 GET http://127.0.0.1:8000/city/ 15.61 ms
2018.07.18 23:42:58 GET http://127.0.0.1:8000/country/ 11.89 ms
2018.07.18 23:43:00 GET http://127.0.0.1:8000/shop/ 51.23 ms
2018.07.18 23:43:03 GET http://127.0.0.1:8000/shop/9/ 20.67 ms
